Symbol,Name,Country,IPO Year,Volume,Sector,Industry
DG,Dollar General Corporation,United States,2009,1714131,Consumer Services,Department/Specialty Retail Stores
DGX,Quest Diagnostics Incorporated,United States,NA,700929,Health Care,Medical Specialities
DHI,D.R. Horton Inc.,United States,NA,2282142,Capital Goods,Homebuilding
DHR,Danaher Corporation,United States,NA,1614262,Capital Goods,Industrial Machinery/Components
DIN,Dine Brands Global Inc.,United States,NA,340246,Consumer Services,Restaurants
DIS,Walt Disney Company (The),United States,NA,6231788,Consumer Services,Services-Misc. Amusement & Recreation
DK,Delek US Holdings Inc.,United States,2017,455358,Energy,Integrated oil Companies
DKS,Dick's Sporting Goods Inc,United States,2002,1677696,Consumer Services,Other Specialty Stores
DLR,Digital Realty Trust Inc.,United States,2004,1726743,Consumer Services,Real Estate Investment Trusts
DLX,Deluxe Corporation,United States,NA,152943,Consumer Durables,Publishing
DM,Desktop Metal Inc. Class A,NA,2019,2866378,Technology,Industrial Machinery/Components
DMYD,dMY Technology Group Inc. II Class A,United States,2020,921532,Finance,Business Services
DMYI,dMY Technology Group Inc. III Class A,United States,2021,434758,Finance,Business Services
DNB,Dun & Bradstreet Holdings Inc.,United States,2020,2121746,Finance,Finance: Consumer Services
DNMR,Danimer Scientific Inc.,NA,2020,1483703,Basic Industries,Major Chemicals
DNOW,NOW Inc.,NA,2014,392183,Energy,Metal Fabrications
DOV,Dover Corporation,United States,NA,435067,Technology,Industrial Machinery/Components
DOW,Dow Inc.,NA,2019,2373959,Basic Industries,Major Chemicals
DPZ,Domino's Pizza Inc,United States,2004,282816,Consumer Non-Durables,Food Distributors
DRE,Duke Realty Corporation,United States,NA,1221603,Consumer Services,Real Estate Investment Trusts
DRH,Diamondrock Hospitality Company,United States,2005,1525502,Consumer Services,Real Estate Investment Trusts
DRI,Darden Restaurants Inc.,United States,NA,2209781,Consumer Services,Restaurants
DRQ,Dril-Quip Inc.,United States,1997,135924,Energy,Metal Fabrications
DSSI,Diamond S Shipping Inc.,NA,2019,503209,Consumer Services,Transportation Services
DT,Dynatrace Inc.,United States,2019,1462052,Technology,Computer Software: Prepackaged Software
DTE,DTE Energy Company,United States,NA,789974,Public Utilities,Electric Utilities: Central
DUK,Duke Energy Corporation (Holding Company),United States,NA,2549237,Public Utilities,Power Generation
DVA,DaVita Inc.,United States,NA,547850,Health Care,Misc Health and Biotechnology Services
DVD,Dover Motorsports Inc.,United States,1996,50415,Consumer Services,Services-Misc. Amusement & Recreation
DVN,Devon Energy Corporation,United States,NA,7820643,Energy,Oil & Gas Production
DX,Dynex Capital Inc.,United States,NA,240783,Consumer Services,Real Estate Investment Trusts
DXC,DXC Technology Company,NA,NA,2455722,Technology,EDP Services
DY,Dycom Industries Inc.,United States,NA,323403,Basic Industries,Water Supply
EAF,GrafTech International Ltd.,United States,2018,2037671,Energy,Industrial Machinery/Components
EAT,Brinker International Inc.,United States,NA,867188,Consumer Services,Restaurants
EB,Eventbrite Inc. Class A,United States,2018,1074214,Technology,Computer Software: Programming Data Processing
EBS,Emergent Biosolutions Inc.,United States,2006,1309086,Health Care,Major Pharmaceuticals
ECL,Ecolab Inc.,United States,NA,696665,Basic Industries,Package Goods/Cosmetics
ECOM,ChannelAdvisor Corporation,United States,2013,233667,Technology,Computer Software: Prepackaged Software
ED,Consolidated Edison Inc.,United States,NA,1487812,Public Utilities,Power Generation
EFC,Ellington Financial Inc.,United States,2010,299385,Finance,Real Estate
EFX,Equifax Inc.,United States,NA,612936,Finance,Finance: Consumer Services
EGHT,8x8 Inc,United States,NA,744487,Technology,EDP Services
EGY,VAALCO Energy Inc.,United States,NA,131952,Energy,Oil & Gas Production
EHC,Encompass Health Corporation,United States,NA,465280,Health Care,Hospital/Nursing Management
EIX,Edison International,United States,NA,1340495,Public Utilities,Electric Utilities: Central
EL,Estee Lauder Companies Inc. (The),United States,1995,905560,Consumer Non-Durables,Package Goods/Cosmetics
ELAN,Elanco Animal Health Incorporated,United States,2018,3075429,Health Care,Major Pharmaceuticals
ELF,e.l.f. Beauty Inc.,United States,2016,410387,Consumer Non-Durables,Package Goods/Cosmetics
ELP,Companhia Paranaense de Energia (COPEL),Brazil,NA,12871917,Public Utilities,Electric Utilities: Central
ELS,Equity Lifestyle Properties Inc.,United States,NA,626377,Consumer Services,Real Estate Investment Trusts
ELVT,Elevate Credit Inc.,United States,2017,336862,Finance,Finance: Consumer Services
ELY,Callaway Golf Company,United States,1992,953758,Consumer Non-Durables,Recreational Products/Toys
EME,EMCOR Group Inc.,United States,NA,230747,Capital Goods,Engineering & Construction
EMN,Eastman Chemical Company,United States,NA,682158,Basic Industries,Major Chemicals
EMR,Emerson Electric Company,United States,NA,2847356,Energy,Consumer Electronics/Appliances
ENB,Enbridge Inc,Canada,NA,2204187,Energy,Natural Gas Distribution
ENR,Energizer Holdings Inc.,United States,2015,226613,Miscellaneous,Industrial Machinery/Components
ENS,EnerSys,United States,2004,136980,Miscellaneous,Industrial Machinery/Components
ENVA,Enova International Inc.,United States,2014,203947,Finance,Finance: Consumer Services
ENZ,Enzo Biochem Inc. ($0.01 Par Value),United States,NA,311813,Health Care,Medical Specialities
EOG,EOG Resources Inc.,United States,NA,3552336,Energy,Oil & Gas Production
EPAM,EPAM Systems Inc.,United States,2012,139235,Technology,EDP Services
EPC,Edgewell Personal Care Company,NA,NA,333063,Consumer Non-Durables,Package Goods/Cosmetics
EPD,Enterprise Products Partners L.P.,United States,NA,5413869,Public Utilities,Natural Gas Distribution
EPR,EPR Properties,United States,1997,839312,Consumer Services,Real Estate Investment Trusts
EPRT,Essential Properties Realty Trust Inc.,United States,2018,656836,Consumer Services,Real Estate Investment Trusts
EQT,EQT Corporation,United States,NA,3953921,Energy,Oil & Gas Production
ERJ,Embraer S.A.,Brazil,2000,4273609,Capital Goods,Aerospace
ES,Eversource Energy (D/B/A),United States,NA,912530,Public Utilities,Electric Utilities: Central
ESI,Element Solutions Inc.,United States,2014,1794278,Basic Industries,Major Chemicals
ESS,Essex Property Trust Inc.,United States,1994,403219,Consumer Services,Real Estate Investment Trusts
ESTE,Earthstone Energy Inc. Class A,United States,NA,418670,Energy,Oil & Gas Production
ETH,Ethan Allen Interiors Inc.,United States,1993,376302,Consumer Durables,Home Furnishings
ETM,Entercom Communications Corp.,United States,1999,845982,Consumer Services,Broadcasting
ETR,Entergy Corporation,United States,NA,1690908,Public Utilities,Electric Utilities: Central
ETRN,Equitrans Midstream Corporation,NA,2018,3564336,Public Utilities,Natural Gas Distribution
ETWO,E2open Parent Holdings Inc.Class A,NA,2020,1079293,Technology,EDP Services
EVH,Evolent Health Inc Class A,United States,2015,315950,Consumer Services,Other Consumer Services
EVR,Evercore Inc. Class A,United States,2006,358095,Finance,Investment Managers
EVRG,Evergy Inc.,NA,2018,2033065,Public Utilities,Power Generation
EVRI,Everi Holdings Inc.,United States,NA,928420,Consumer Services,Services-Misc. Amusement & Recreation
EW,Edwards Lifesciences Corporation,United States,NA,2549097,Health Care,Industrial Specialties
EXP,Eagle Materials Inc,United States,NA,252176,Capital Goods,Building Materials
EXPR,Express Inc.,United States,2010,5150109,Consumer Services,Clothing/Shoe/Accessory Stores
EXR,Extra Space Storage Inc,United States,2004,732596,Consumer Services,Real Estate Investment Trusts
F,Ford Motor Company,United States,NA,42188094,Capital Goods,Auto Manufacturing
FAF,First American Corporation (New),United States,NA,614377,Finance,Specialty Insurers
FAII,Fortress Value Acquisition Corp. II Class A,NA,2020,1815572,Health Care,Hospital/Nursing Management
FBC,Flagstar Bancorp Inc.,United States,NA,386987,Finance,Savings Institutions
FBHS,Fortune Brands Home & Security Inc.,United States,NA,750020,Basic Industries,Forest Products
FBK,FB Financial Corporation,United States,2016,113460,Finance,Major Banks
FBP,First BanCorp. New,Puerto Rico,NA,1304378,Finance,Major Banks
FC,Franklin Covey Company,United States,NA,65817,Consumer Services,Other Consumer Services
FCF,First Commonwealth Financial Corporation,United States,NA,341963,Finance,Major Banks
FCN,FTI Consulting Inc.,United States,NA,634164,Consumer Services,Professional Services
FCX,Freeport-McMoRan Inc.,United States,NA,16278884,Basic Industries,Precious Metals
FDP,Fresh Del Monte Produce Inc.,Cayman Islands,1997,126121,Consumer Non-Durables,Farming/Seeds/Milling
FDX,FedEx Corporation,United States,NA,1468276,Transportation,Air Freight/Delivery Services
FE,FirstEnergy Corp.,United States,NA,7387938,Public Utilities,Electric Utilities: Central
FET,Forum Energy Technologies Inc.,United States,2012,33528,Energy,Metal Fabrications
FHN,First Horizon Corporation,United States,NA,4056155,Finance,Major Banks
FI,Frank's International N.V.,NA,2013,618844,Energy,Oilfield Services/Equipment
FICO,Fair Isaac Corproation,United States,NA,117900,Miscellaneous,Business Services
FIS,Fidelity National Information Services Inc.,United States,NA,2676399,Miscellaneous,Business Services
FLO,Flowers Foods Inc.,United States,NA,613984,Consumer Non-Durables,Packaged Foods
FLR,Fluor Corporation,United States,NA,1511968,Basic Industries,Military/Government/Technical
FLS,Flowserve Corporation,United States,NA,591642,Capital Goods,Fluid Controls
FLT,FleetCor Technologies Inc.,United States,2010,337011,Miscellaneous,Business Services
FMC,FMC Corporation,United States,NA,610900,Basic Industries,Major Chemicals
FMS,Fresenius Medical Care AG,Germany,NA,258146,Health Care,Misc Health and Biotechnology Services
FMX,Fomento Economico Mexicano S.A.B. de C.V.,Mexico,NA,343892,Consumer Non-Durables,Beverages (Production/Distribution)
FNB,F.N.B. Corporation,United States,NA,1194585,Finance,Major Banks
FND,Floor & Decor Holdings Inc.,NA,2017,331231,Consumer Services,RETAIL: Building Materials
FNF,FNF Group of Fidelity National Financial Inc.,United States,2014,3837872,Finance,Specialty Insurers
FOE,Ferro Corporation,United States,NA,305659,Basic Industries,Paints/Coatings
FOUR,Shift4 Payments Inc. Class A,United States,2020,1128530,Miscellaneous,Business Services
FPI,Farmland Partners Inc.,NA,2014,185523,Consumer Services,Real Estate Investment Trusts
FR,First Industrial Realty Trust Inc.,United States,1994,695988,Consumer Services,Real Estate Investment Trusts
FRT,Federal Realty Investment Trust,United States,NA,595099,Consumer Services,Real Estate Investment Trusts
FRX,Forest Road Acquisition Corp. Class A,United States,2021,1644472,Consumer Services,Other Consumer Services
FSLY,Fastly Inc. Class A,NA,2019,2428709,Technology,Computer Software: Prepackaged Software
FSR,Fisker Inc. Class A,NA,2018,7651308,Capital Goods,Auto Manufacturing
FSS,Federal Signal Corporation,United States,NA,241285,Capital Goods,Auto Manufacturing
FTV,Fortive Corporation,NA,2016,1812462,Capital Goods,Industrial Machinery/Components
FUBO,fuboTV Inc.,NA,2020,15968768,Consumer Services,Movies/Entertainment
FUL,H. B. Fuller Company,United States,NA,310205,Basic Industries,Home Furnishings
FUN,Cedar Fair L.P.,United States,1987,336147,Consumer Services,Services-Misc. Amusement & Recreation
FUSE,Fusion Acquisition Corp. Class A,United States,2020,429412,Finance,Finance: Consumer Services
G,Genpact Limited,Bermuda,2007,929143,Consumer Services,Professional Services
GATO,Gatos Silver Inc.,United States,2020,349798,Basic Industries,Precious Metals
GATX,GATX Corporation,United States,NA,101967,Consumer Services,Transportation Services
GBL,Gamco Investors Inc.,United States,1999,17058,Finance,Investment Bankers/Brokers/Service
GBX,Greenbrier Companies Inc. (The),United States,1994,520546,Capital Goods,Railroads
GCI,Gannett Co. Inc.,NA,2014,1019532,Consumer Services,Newspapers/Magazines
GCO,Genesco Inc.,United States,NA,64849,Consumer Services,Clothing/Shoe/Accessory Stores
GCP,GCP Applied Technologies Inc.,NA,2016,173310,Basic Industries,Major Chemicals
GD,General Dynamics Corporation,United States,NA,984320,Capital Goods,Marine Transportation
GDDY,GoDaddy Inc. Class A,United States,2015,1765525,Technology,EDP Services
GDOT,Green Dot Corporation Class A $0.001 par value,United States,2010,231459,Finance,Finance: Consumer Services
GE,General Electric Company,United States,NA,41678387,Energy,Consumer Electronics/Appliances
GES,Guess? Inc.,United States,1996,558774,Consumer Non-Durables,Apparel
GFX,Golden Falcon Acquisition Corp. Class A,NA,2021,4667,Finance,Business Services
GGB,Gerdau S.A.,Brazil,NA,33109068,Capital Goods,Steel/Iron Ore
GGG,Graco Inc.,United States,NA,560849,Capital Goods,Fluid Controls
GHC,Graham Holdings Company,United States,NA,27293,Consumer Services,Other Consumer Services
GIK,GigCapital3 Inc.,NA,2020,731016,Capital Goods,Auto Manufacturing
GIL,Gildan Activewear Inc. Class A Sub. Vot.,Canada,1998,405759,Consumer Non-Durables,Apparel
GIS,General Mills Inc.,United States,NA,3845671,Consumer Non-Durables,Packaged Foods
GIX,GigCapital2 Inc.,NA,2019,44035,Finance,Business Services
GLW,Corning Incorporated,United States,NA,3444415,Basic Industries,Telecommunications Equipment
GM,General Motors Company,United States,2010,17136765,Capital Goods,Auto Manufacturing
GME,GameStop Corporation,United States,2002,4749261,Consumer Services,Electronics Distribution
GMED,Globus Medical Inc. Class A,United States,2012,527752,Health Care,Medical/Dental Instruments
GMS,GMS Inc.,United States,2016,221717,Consumer Services,RETAIL: Building Materials
GNRC,Generac Holdlings Inc.,United States,2010,566236,Consumer Durables,Metal Fabrications
GNW,Genworth Financial Inc,United States,2004,10261087,Finance,Life Insurance
GPC,Genuine Parts Company,United States,NA,529782,Capital Goods,Automotive Aftermarket
GPI,Group 1 Automotive Inc.,United States,1997,109099,Consumer Durables,Automotive Aftermarket
GPN,Global Payments Inc.,United States,NA,976994,Miscellaneous,Business Services
GPS,Gap Inc. (The),United States,NA,3867004,Consumer Services,Clothing/Shoe/Accessory Stores
GPX,GP Strategies Corporation,United States,NA,99041,Consumer Services,Other Consumer Services
GRA,W.R. Grace & Co.,United States,NA,624058,Basic Industries,Major Chemicals
GRUB,GrubHub Inc.,NA,2014,945244,Miscellaneous,Business Services
GS,Goldman Sachs Group Inc. (The),United States,1999,2154532,Finance,Investment Bankers/Brokers/Service
GSK,GlaxoSmithKline PLC,United Kingdom,NA,3762943,Health Care,Major Pharmaceuticals
GTLS,Chart Industries Inc.,United States,2006,309069,Capital Goods,Metal Fabrications
GTN,Gray Television Inc.,United States,NA,556000,Consumer Services,Broadcasting
GTT,GTT Communications Inc.,United States,NA,1202205,Public Utilities,Telecommunications Equipment
GVA,Granite Construction Incorporated,United States,NA,294594,Basic Industries,Military/Government/Technical
GWRE,Guidewire Software Inc.,United States,2012,340629,Technology,Computer Software: Prepackaged Software
GWW,W.W. Grainger Inc.,United States,NA,269933,Consumer Services,Office Equipment/Supplies/Services
H,Hyatt Hotels Corporation Class A,United States,2009,359621,Consumer Services,Hotels/Resorts
HAE,Haemonetics Corporation,United States,1991,400074,Health Care,Medical/Dental Instruments
HAL,Halliburton Company,United States,NA,5874396,Energy,Oilfield Services/Equipment
